opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Magicka Castle) [pete@axionet.com],10208226+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208226,0x00208226,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Maryare Castle) [pete@axionet.com],1020824A+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20824A,0x0020824A,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Mikeral Castle) [pete@axionet.com],10208244+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208244,0x00208244,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Nikeral Castle) [pete@axionet.com],10208242+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208242,0x00208242,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Ogrekeep Castle) [pete@axionet.com],10208248+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208248,0x00208248,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Orvue Castle) [pete@axionet.com],10208222+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208222,0x00208222,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Palemoon Castle) [pete@axionet.com],1020820C+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20820C,0x0020820C,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Royal Castle) [pete@axionet.com],1020822A+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20822A,0x0020822A,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Royuewar Castle) [pete@axionet.com],10208234+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208234,0x00208234,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Sardia Castle) [pete@axionet.com],10208236+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208236,0x00208236,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Sophnyk Castle) [pete@axionet.com],1020823A+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20823A,0x0020823A,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Stalwart Castle) [pete@axionet.com],1020822E+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20822E,0x0020822E,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Starfall Castle) [pete@axionet.com],1020823E+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20823E,0x0020823E,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Stoic Castle) [pete@axionet.com],1020821C+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20821C,0x0020821C,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Topaz Castle) [pete@axionet.com],10208212+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208212,0x00208212,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Tradnor Castle) [pete@axionet.com],10208210+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208210,0x00208210,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Travan Castle) [pete@axionet.com],10208240+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208240,0x00208240,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Dragon Force (USA T-12703H) (GameHacking).cht.cht,Dragon Force (USA T-12703H) (GameHacking),Infinite Troops (Tristan Castle) [pete@axionet.com],10208216+0999,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x208216,0x00208216,0x0999,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
F6,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Master Code [InterAct],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Master Code [InterAct],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
06,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Auto Play Ending [Hacc],060104D0+454E,060104D2+442E,1/4,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x0104D0,0x060104D0,0x454E,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
06,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Auto Play Ending [Hacc],060104D2+442E,060104D4+4249,2/4,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x0104D2,0x060104D2,0x442E,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
06,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Auto Play Ending [Hacc],060104D4+4249,060104D6+4E00,3/4,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x0104D4,0x060104D4,0x4249,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
06,manual_import_queue_20260613\Earthworm Jim 2 (USA T-13203H) (GameHacking).cht,Earthworm Jim 2 (USA T-13203H),Auto Play Ending [Hacc],060104D6+4E00,,4/4,"likely RAMH 16-bit direct write/code-patch pattern, unconfirmed opcode",0x0104D6,0x060104D6,0x4E00,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,medium,Candidate converter-only test mapping to existing SRMW/SRMR/SRMG for clean RAMH 16-bit rows.,"medium correctness risk; small converter-only candidate, but opcode not externally confirmed here","unsupported or mixed record types: unsupported_prefix_06 Address/value shape is compatible with RAMH 16-bit direct writes, but prefix meaning is unconfirmed locally."
F6,manual_import_queue_20260613\Guardian Force (Jpn T-9905G) (GameHacking).cht,Guardian Force (Jpn T-9905G),Master Code [Helder],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Guardian Force (Jpn T-9905G) (GameHacking).cht,Guardian Force (Jpn T-9905G),Master Code [Helder],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,manual_import_queue_20260613\Heir of Zendor - The Legend and the Land (USA T-7605H) (GameHacking).cht,Heir of Zendor - The Legend and the Land (USA T-7605H),Master Code [InterAct],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Heir of Zendor - The Legend and the Land (USA T-7605H) (GameHacking).cht,Heir of Zendor - The Legend and the Land (USA T-7605H),Master Code [InterAct],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,manual_import_queue_20260613\Hyper Duel (Jpn T-1809G) (GameHacking).cht,Hyper Duel (Jpn T-1809G),Master Code [Datel],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Hyper Duel (Jpn T-1809G) (GameHacking).cht,Hyper Duel (Jpn T-1809G),Master Code [Datel],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,manual_import_queue_20260613\Iron Man X-O Manowar in Heavy Metal (USA T-8119H) (GameHacking).cht,Iron Man X-O Manowar in Heavy Metal (USA T-8119H),Master Code [InterAct],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Iron Man X-O Manowar in Heavy Metal (USA T-8119H) (GameHacking).cht,Iron Man X-O Manowar in Heavy Metal (USA T-8119H),Master Code [InterAct],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,manual_import_queue_20260613\Iron Storm (USA T-12701H) (GameHacking).cht,Iron Storm (USA T-12701H),Master Code [Datel],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Iron Storm (USA T-12701H) (GameHacking).cht,Iron Storm (USA T-12701H),Master Code [Datel],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),1HitKill [luc-ita],1023AA5C+A003,10225200+A003,1/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x23AA5C,0x0023AA5C,0xA003,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),1HitKill [luc-ita],10225200+A003,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x225200,0x00225200,0xA003,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Activate cheat infinite lives [luc-ita],10201B3A+0009,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x201B3A,0x00201B3A,0x0009,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Activate cheat level skip [luc-ita],102025B2+0009,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2025B2,0x002025B2,0x0009,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Each note adds 999 notes [luc-ita],10230DC0+0009,10230DC4+0009,1/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x230DC0,0x00230DC0,0x0009,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Each note adds 999 notes [luc-ita],10230DC4+0009,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x230DC4,0x00230DC4,0x0009,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Moonjump [luc-ita],1024C53C+FFF5,1024C584+FFF5,1/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x24C53C,0x0024C53C,0xFFF5,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Moonjump [luc-ita],1024C584+FFF5,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x24C584,0x0024C584,0xFFF5,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),"Take notes, and other objects, anywhere [luc-ita]",10231A98+0009,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x231A98,0x00231A98,0x0009,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
30,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Untouchable [luc-ita],30259A38+00FF,10216B90+0000,1/2,"likely low work RAM 8-bit direct write pattern, unconfirmed opcode",0x259A38,0x00259A38,0x00FF,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 8-bit write path; needs RTL target path and opcode confirmation.,high implementation risk in current core because target appears to be low work RAM byte writes,"unsupported or mixed record types: unsupported_prefix_10,unsupported_prefix_30 Values are byte-looking and addresses include odd offsets; pattern resembles byte writes outside current RAMH path."
